Date,Day_of_Week,LineName,Route_Type,VehicleJourneyCode,Origin,Destination,Scheduled_Departure,Hour_of_Day,Actual_Delay_Minutes
2025-07-14,Monday,25,City Tour,VJ_L25_10_195,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:50:00,14,1
2025-07-14,Monday,25,City Tour,VJ_L25_11_195,Gower Street / Salthouse Quay,Albert Dock / Strand Street,15:20:00,15,2
2025-07-14,Monday,10,Commuter Express,VJ_L10_0_195,Station 10_A,Terminal 10_B,09:50:00,9,25
2025-07-14,Monday,10,Commuter Express,VJ_L10_1_195,Station 10_A,Terminal 10_B,10:20:00,10,1
2025-07-14,Monday,10,Commuter Express,VJ_L10_2_195,Station 10_A,Terminal 10_B,10:50:00,10,0
2025-07-14,Monday,10,Commuter Express,VJ_L10_3_195,Station 10_A,Terminal 10_B,11:20:00,11,3
2025-07-14,Monday,10,Commuter Express,VJ_L10_4_195,Station 10_A,Terminal 10_B,11:50:00,11,3
2025-07-14,Monday,10,Commuter Express,VJ_L10_5_195,Station 10_A,Terminal 10_B,12:20:00,12,3
2025-07-14,Monday,10,Commuter Express,VJ_L10_6_195,Station 10_A,Terminal 10_B,12:50:00,12,3
2025-07-14,Monday,10,Commuter Express,VJ_L10_7_195,Station 10_A,Terminal 10_B,13:20:00,13,1
2025-07-14,Monday,10,Commuter Express,VJ_L10_8_195,Station 10_A,Terminal 10_B,13:50:00,13,1
2025-07-14,Monday,10,Commuter Express,VJ_L10_9_195,Station 10_A,Terminal 10_B,14:20:00,14,1
2025-07-14,Monday,10,Commuter Express,VJ_L10_10_195,Station 10_A,Terminal 10_B,14:50:00,14,1
2025-07-14,Monday,10,Commuter Express,VJ_L10_11_195,Station 10_A,Terminal 10_B,15:20:00,15,1
2025-07-14,Monday,86,Student Link,VJ_L86_0_195,Station 86_A,Terminal 86_B,09:50:00,9,17
2025-07-14,Monday,86,Student Link,VJ_L86_1_195,Station 86_A,Terminal 86_B,10:20:00,10,2
2025-07-14,Monday,86,Student Link,VJ_L86_2_195,Station 86_A,Terminal 86_B,10:50:00,10,2
2025-07-14,Monday,86,Student Link,VJ_L86_3_195,Station 86_A,Terminal 86_B,11:20:00,11,3
2025-07-14,Monday,86,Student Link,VJ_L86_4_195,Station 86_A,Terminal 86_B,11:50:00,11,3
2025-07-14,Monday,86,Student Link,VJ_L86_5_195,Station 86_A,Terminal 86_B,12:20:00,12,1
2025-07-14,Monday,86,Student Link,VJ_L86_6_195,Station 86_A,Terminal 86_B,12:50:00,12,0
2025-07-14,Monday,86,Student Link,VJ_L86_7_195,Station 86_A,Terminal 86_B,13:20:00,13,1
2025-07-14,Monday,86,Student Link,VJ_L86_8_195,Station 86_A,Terminal 86_B,13:50:00,13,2
2025-07-14,Monday,86,Student Link,VJ_L86_9_195,Station 86_A,Terminal 86_B,14:20:00,14,2
2025-07-14,Monday,86,Student Link,VJ_L86_10_195,Station 86_A,Terminal 86_B,14:50:00,14,2
2025-07-14,Monday,86,Student Link,VJ_L86_11_195,Station 86_A,Terminal 86_B,15:20:00,15,3
2025-07-15,Tuesday,25,City Tour,VJ_L25_0_196,Gower Street / Salthouse Quay,Albert Dock / Strand Street,09:50:00,9,16
2025-07-15,Tuesday,25,City Tour,VJ_L25_1_196,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:20:00,10,1
2025-07-15,Tuesday,25,City Tour,VJ_L25_2_196,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:50:00,10,2
2025-07-15,Tuesday,25,City Tour,VJ_L25_3_196,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:20:00,11,3
2025-07-15,Tuesday,25,City Tour,VJ_L25_4_196,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:50:00,11,2
2025-07-15,Tuesday,25,City Tour,VJ_L25_5_196,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:20:00,12,3
2025-07-15,Tuesday,25,City Tour,VJ_L25_6_196,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:50:00,12,2
2025-07-15,Tuesday,25,City Tour,VJ_L25_7_196,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:20:00,13,0
2025-07-15,Tuesday,25,City Tour,VJ_L25_8_196,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:50:00,13,2
2025-07-15,Tuesday,25,City Tour,VJ_L25_9_196,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:20:00,14,2
2025-07-15,Tuesday,25,City Tour,VJ_L25_10_196,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:50:00,14,2
2025-07-15,Tuesday,25,City Tour,VJ_L25_11_196,Gower Street / Salthouse Quay,Albert Dock / Strand Street,15:20:00,15,1
2025-07-15,Tuesday,10,Commuter Express,VJ_L10_0_196,Station 10_A,Terminal 10_B,09:50:00,9,17
2025-07-15,Tuesday,10,Commuter Express,VJ_L10_1_196,Station 10_A,Terminal 10_B,10:20:00,10,2
2025-07-15,Tuesday,10,Commuter Express,VJ_L10_2_196,Station 10_A,Terminal 10_B,10:50:00,10,2
2025-07-15,Tuesday,10,Commuter Express,VJ_L10_3_196,Station 10_A,Terminal 10_B,11:20:00,11,1
2025-07-15,Tuesday,10,Commuter Express,VJ_L10_4_196,Station 10_A,Terminal 10_B,11:50:00,11,1
2025-07-15,Tuesday,10,Commuter Express,VJ_L10_5_196,Station 10_A,Terminal 10_B,12:20:00,12,2
2025-07-15,Tuesday,10,Commuter Express,VJ_L10_6_196,Station 10_A,Terminal 10_B,12:50:00,12,1
2025-07-15,Tuesday,10,Commuter Express,VJ_L10_7_196,Station 10_A,Terminal 10_B,13:20:00,13,2
2025-07-15,Tuesday,10,Commuter Express,VJ_L10_8_196,Station 10_A,Terminal 10_B,13:50:00,13,0
2025-07-15,Tuesday,10,Commuter Express,VJ_L10_9_196,Station 10_A,Terminal 10_B,14:20:00,14,46
2025-07-15,Tuesday,10,Commuter Express,VJ_L10_10_196,Station 10_A,Terminal 10_B,14:50:00,14,2
2025-07-15,Tuesday,10,Commuter Express,VJ_L10_11_196,Station 10_A,Terminal 10_B,15:20:00,15,3
2025-07-15,Tuesday,86,Student Link,VJ_L86_0_196,Station 86_A,Terminal 86_B,09:50:00,9,17
2025-07-15,Tuesday,86,Student Link,VJ_L86_1_196,Station 86_A,Terminal 86_B,10:20:00,10,0
2025-07-15,Tuesday,86,Student Link,VJ_L86_2_196,Station 86_A,Terminal 86_B,10:50:00,10,2
2025-07-15,Tuesday,86,Student Link,VJ_L86_3_196,Station 86_A,Terminal 86_B,11:20:00,11,3
2025-07-15,Tuesday,86,Student Link,VJ_L86_4_196,Station 86_A,Terminal 86_B,11:50:00,11,0
2025-07-15,Tuesday,86,Student Link,VJ_L86_5_196,Station 86_A,Terminal 86_B,12:20:00,12,3
2025-07-15,Tuesday,86,Student Link,VJ_L86_6_196,Station 86_A,Terminal 86_B,12:50:00,12,2
2025-07-15,Tuesday,86,Student Link,VJ_L86_7_196,Station 86_A,Terminal 86_B,13:20:00,13,2
2025-07-15,Tuesday,86,Student Link,VJ_L86_8_196,Station 86_A,Terminal 86_B,13:50:00,13,2
2025-07-15,Tuesday,86,Student Link,VJ_L86_9_196,Station 86_A,Terminal 86_B,14:20:00,14,3
2025-07-15,Tuesday,86,Student Link,VJ_L86_10_196,Station 86_A,Terminal 86_B,14:50:00,14,3
2025-07-15,Tuesday,86,Student Link,VJ_L86_11_196,Station 86_A,Terminal 86_B,15:20:00,15,1
2025-07-16,Wednesday,25,City Tour,VJ_L25_0_197,Gower Street / Salthouse Quay,Albert Dock / Strand Street,09:50:00,9,17
2025-07-16,Wednesday,25,City Tour,VJ_L25_1_197,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:20:00,10,3
2025-07-16,Wednesday,25,City Tour,VJ_L25_2_197,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:50:00,10,2
2025-07-16,Wednesday,25,City Tour,VJ_L25_3_197,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:20:00,11,2
2025-07-16,Wednesday,25,City Tour,VJ_L25_4_197,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:50:00,11,1
2025-07-16,Wednesday,25,City Tour,VJ_L25_5_197,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:20:00,12,3
2025-07-16,Wednesday,25,City Tour,VJ_L25_6_197,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:50:00,12,0
2025-07-16,Wednesday,25,City Tour,VJ_L25_7_197,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:20:00,13,1
2025-07-16,Wednesday,25,City Tour,VJ_L25_8_197,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:50:00,13,0
2025-07-16,Wednesday,25,City Tour,VJ_L25_9_197,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:20:00,14,1
2025-07-16,Wednesday,25,City Tour,VJ_L25_10_197,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:50:00,14,1
2025-07-16,Wednesday,25,City Tour,VJ_L25_11_197,Gower Street / Salthouse Quay,Albert Dock / Strand Street,15:20:00,15,1
2025-07-16,Wednesday,10,Commuter Express,VJ_L10_0_197,Station 10_A,Terminal 10_B,09:50:00,9,23
2025-07-16,Wednesday,10,Commuter Express,VJ_L10_1_197,Station 10_A,Terminal 10_B,10:20:00,10,0
2025-07-16,Wednesday,10,Commuter Express,VJ_L10_2_197,Station 10_A,Terminal 10_B,10:50:00,10,1
2025-07-16,Wednesday,10,Commuter Express,VJ_L10_3_197,Station 10_A,Terminal 10_B,11:20:00,11,0
2025-07-16,Wednesday,10,Commuter Express,VJ_L10_4_197,Station 10_A,Terminal 10_B,11:50:00,11,3
2025-07-16,Wednesday,10,Commuter Express,VJ_L10_5_197,Station 10_A,Terminal 10_B,12:20:00,12,0
2025-07-16,Wednesday,10,Commuter Express,VJ_L10_6_197,Station 10_A,Terminal 10_B,12:50:00,12,0
2025-07-16,Wednesday,10,Commuter Express,VJ_L10_7_197,Station 10_A,Terminal 10_B,13:20:00,13,0
2025-07-16,Wednesday,10,Commuter Express,VJ_L10_8_197,Station 10_A,Terminal 10_B,13:50:00,13,1
2025-07-16,Wednesday,10,Commuter Express,VJ_L10_9_197,Station 10_A,Terminal 10_B,14:20:00,14,1
2025-07-16,Wednesday,10,Commuter Express,VJ_L10_10_197,Station 10_A,Terminal 10_B,14:50:00,14,1
2025-07-16,Wednesday,10,Commuter Express,VJ_L10_11_197,Station 10_A,Terminal 10_B,15:20:00,15,0
2025-07-16,Wednesday,86,Student Link,VJ_L86_0_197,Station 86_A,Terminal 86_B,09:50:00,9,19
2025-07-16,Wednesday,86,Student Link,VJ_L86_1_197,Station 86_A,Terminal 86_B,10:20:00,10,0
2025-07-16,Wednesday,86,Student Link,VJ_L86_2_197,Station 86_A,Terminal 86_B,10:50:00,10,1
2025-07-16,Wednesday,86,Student Link,VJ_L86_3_197,Station 86_A,Terminal 86_B,11:20:00,11,2
2025-07-16,Wednesday,86,Student Link,VJ_L86_4_197,Station 86_A,Terminal 86_B,11:50:00,11,40
2025-07-16,Wednesday,86,Student Link,VJ_L86_5_197,Station 86_A,Terminal 86_B,12:20:00,12,19
2025-07-16,Wednesday,86,Student Link,VJ_L86_6_197,Station 86_A,Terminal 86_B,12:50:00,12,0
2025-07-16,Wednesday,86,Student Link,VJ_L86_7_197,Station 86_A,Terminal 86_B,13:20:00,13,38
2025-07-16,Wednesday,86,Student Link,VJ_L86_8_197,Station 86_A,Terminal 86_B,13:50:00,13,1
2025-07-16,Wednesday,86,Student Link,VJ_L86_9_197,Station 86_A,Terminal 86_B,14:20:00,14,2
2025-07-16,Wednesday,86,Student Link,VJ_L86_10_197,Station 86_A,Terminal 86_B,14:50:00,14,2
2025-07-16,Wednesday,86,Student Link,VJ_L86_11_197,Station 86_A,Terminal 86_B,15:20:00,15,1
2025-07-17,Thursday,25,City Tour,VJ_L25_0_198,Gower Street / Salthouse Quay,Albert Dock / Strand Street,09:50:00,9,14
2025-07-17,Thursday,25,City Tour,VJ_L25_1_198,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:20:00,10,0
2025-07-17,Thursday,25,City Tour,VJ_L25_2_198,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:50:00,10,0
2025-07-17,Thursday,25,City Tour,VJ_L25_3_198,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:20:00,11,1
2025-07-17,Thursday,25,City Tour,VJ_L25_4_198,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:50:00,11,0
2025-07-17,Thursday,25,City Tour,VJ_L25_5_198,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:20:00,12,2
2025-07-17,Thursday,25,City Tour,VJ_L25_6_198,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:50:00,12,3
2025-07-17,Thursday,25,City Tour,VJ_L25_7_198,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:20:00,13,1
2025-07-17,Thursday,25,City Tour,VJ_L25_8_198,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:50:00,13,2
2025-07-17,Thursday,25,City Tour,VJ_L25_9_198,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:20:00,14,3
2025-07-17,Thursday,25,City Tour,VJ_L25_10_198,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:50:00,14,0
2025-07-17,Thursday,25,City Tour,VJ_L25_11_198,Gower Street / Salthouse Quay,Albert Dock / Strand Street,15:20:00,15,1
2025-07-17,Thursday,10,Commuter Express,VJ_L10_0_198,Station 10_A,Terminal 10_B,09:50:00,9,22
2025-07-17,Thursday,10,Commuter Express,VJ_L10_1_198,Station 10_A,Terminal 10_B,10:20:00,10,1
2025-07-17,Thursday,10,Commuter Express,VJ_L10_2_198,Station 10_A,Terminal 10_B,10:50:00,10,0
2025-07-17,Thursday,10,Commuter Express,VJ_L10_3_198,Station 10_A,Terminal 10_B,11:20:00,11,3
2025-07-17,Thursday,10,Commuter Express,VJ_L10_4_198,Station 10_A,Terminal 10_B,11:50:00,11,3
2025-07-17,Thursday,10,Commuter Express,VJ_L10_5_198,Station 10_A,Terminal 10_B,12:20:00,12,3
2025-07-17,Thursday,10,Commuter Express,VJ_L10_6_198,Station 10_A,Terminal 10_B,12:50:00,12,2
2025-07-17,Thursday,10,Commuter Express,VJ_L10_7_198,Station 10_A,Terminal 10_B,13:20:00,13,1
2025-07-17,Thursday,10,Commuter Express,VJ_L10_8_198,Station 10_A,Terminal 10_B,13:50:00,13,1
2025-07-17,Thursday,10,Commuter Express,VJ_L10_9_198,Station 10_A,Terminal 10_B,14:20:00,14,3
2025-07-17,Thursday,10,Commuter Express,VJ_L10_10_198,Station 10_A,Terminal 10_B,14:50:00,14,0
2025-07-17,Thursday,10,Commuter Express,VJ_L10_11_198,Station 10_A,Terminal 10_B,15:20:00,15,0
2025-07-17,Thursday,86,Student Link,VJ_L86_0_198,Station 86_A,Terminal 86_B,09:50:00,9,22
2025-07-17,Thursday,86,Student Link,VJ_L86_1_198,Station 86_A,Terminal 86_B,10:20:00,10,2
2025-07-17,Thursday,86,Student Link,VJ_L86_2_198,Station 86_A,Terminal 86_B,10:50:00,10,3
2025-07-17,Thursday,86,Student Link,VJ_L86_3_198,Station 86_A,Terminal 86_B,11:20:00,11,1
2025-07-17,Thursday,86,Student Link,VJ_L86_4_198,Station 86_A,Terminal 86_B,11:50:00,11,38
2025-07-17,Thursday,86,Student Link,VJ_L86_5_198,Station 86_A,Terminal 86_B,12:20:00,12,2
2025-07-17,Thursday,86,Student Link,VJ_L86_6_198,Station 86_A,Terminal 86_B,12:50:00,12,3
2025-07-17,Thursday,86,Student Link,VJ_L86_7_198,Station 86_A,Terminal 86_B,13:20:00,13,1
2025-07-17,Thursday,86,Student Link,VJ_L86_8_198,Station 86_A,Terminal 86_B,13:50:00,13,0
2025-07-17,Thursday,86,Student Link,VJ_L86_9_198,Station 86_A,Terminal 86_B,14:20:00,14,0
2025-07-17,Thursday,86,Student Link,VJ_L86_10_198,Station 86_A,Terminal 86_B,14:50:00,14,1
2025-07-17,Thursday,86,Student Link,VJ_L86_11_198,Station 86_A,Terminal 86_B,15:20:00,15,3
2025-07-18,Friday,25,City Tour,VJ_L25_0_199,Gower Street / Salthouse Quay,Albert Dock / Strand Street,09:50:00,9,14
2025-07-18,Friday,25,City Tour,VJ_L25_1_199,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:20:00,10,3
2025-07-18,Friday,25,City Tour,VJ_L25_2_199,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:50:00,10,2
2025-07-18,Friday,25,City Tour,VJ_L25_3_199,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:20:00,11,1
2025-07-18,Friday,25,City Tour,VJ_L25_4_199,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:50:00,11,2
2025-07-18,Friday,25,City Tour,VJ_L25_5_199,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:20:00,12,3
2025-07-18,Friday,25,City Tour,VJ_L25_6_199,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:50:00,12,1
2025-07-18,Friday,25,City Tour,VJ_L25_7_199,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:20:00,13,1
2025-07-18,Friday,25,City Tour,VJ_L25_8_199,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:50:00,13,0
2025-07-18,Friday,25,City Tour,VJ_L25_9_199,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:20:00,14,1
2025-07-18,Friday,25,City Tour,VJ_L25_10_199,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:50:00,14,2
2025-07-18,Friday,25,City Tour,VJ_L25_11_199,Gower Street / Salthouse Quay,Albert Dock / Strand Street,15:20:00,15,2
2025-07-18,Friday,10,Commuter Express,VJ_L10_0_199,Station 10_A,Terminal 10_B,09:50:00,9,13
2025-07-18,Friday,10,Commuter Express,VJ_L10_1_199,Station 10_A,Terminal 10_B,10:20:00,10,0
2025-07-18,Friday,10,Commuter Express,VJ_L10_2_199,Station 10_A,Terminal 10_B,10:50:00,10,0
2025-07-18,Friday,10,Commuter Express,VJ_L10_3_199,Station 10_A,Terminal 10_B,11:20:00,11,1
2025-07-18,Friday,10,Commuter Express,VJ_L10_4_199,Station 10_A,Terminal 10_B,11:50:00,11,0
2025-07-18,Friday,10,Commuter Express,VJ_L10_5_199,Station 10_A,Terminal 10_B,12:20:00,12,0
2025-07-18,Friday,10,Commuter Express,VJ_L10_6_199,Station 10_A,Terminal 10_B,12:50:00,12,2
2025-07-18,Friday,10,Commuter Express,VJ_L10_7_199,Station 10_A,Terminal 10_B,13:20:00,13,0
2025-07-18,Friday,10,Commuter Express,VJ_L10_8_199,Station 10_A,Terminal 10_B,13:50:00,13,2
2025-07-18,Friday,10,Commuter Express,VJ_L10_9_199,Station 10_A,Terminal 10_B,14:20:00,14,1
2025-07-18,Friday,10,Commuter Express,VJ_L10_10_199,Station 10_A,Terminal 10_B,14:50:00,14,2
2025-07-18,Friday,10,Commuter Express,VJ_L10_11_199,Station 10_A,Terminal 10_B,15:20:00,15,2
2025-07-18,Friday,86,Student Link,VJ_L86_0_199,Station 86_A,Terminal 86_B,09:50:00,9,10
2025-07-18,Friday,86,Student Link,VJ_L86_1_199,Station 86_A,Terminal 86_B,10:20:00,10,2
2025-07-18,Friday,86,Student Link,VJ_L86_2_199,Station 86_A,Terminal 86_B,10:50:00,10,1
2025-07-18,Friday,86,Student Link,VJ_L86_3_199,Station 86_A,Terminal 86_B,11:20:00,11,0
2025-07-18,Friday,86,Student Link,VJ_L86_4_199,Station 86_A,Terminal 86_B,11:50:00,11,3
2025-07-18,Friday,86,Student Link,VJ_L86_5_199,Station 86_A,Terminal 86_B,12:20:00,12,0
2025-07-18,Friday,86,Student Link,VJ_L86_6_199,Station 86_A,Terminal 86_B,12:50:00,12,2
2025-07-18,Friday,86,Student Link,VJ_L86_7_199,Station 86_A,Terminal 86_B,13:20:00,13,0
2025-07-18,Friday,86,Student Link,VJ_L86_8_199,Station 86_A,Terminal 86_B,13:50:00,13,1
2025-07-18,Friday,86,Student Link,VJ_L86_9_199,Station 86_A,Terminal 86_B,14:20:00,14,0
2025-07-18,Friday,86,Student Link,VJ_L86_10_199,Station 86_A,Terminal 86_B,14:50:00,14,0
2025-07-18,Friday,86,Student Link,VJ_L86_11_199,Station 86_A,Terminal 86_B,15:20:00,15,1
2025-07-19,Saturday,25,City Tour,VJ_L25_12_200,Gower Street / Salthouse Quay,Albert Dock / Strand Street,09:50:00,9,11
2025-07-19,Saturday,25,City Tour,VJ_L25_13_200,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:20:00,10,1
2025-07-19,Saturday,25,City Tour,VJ_L25_14_200,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:50:00,10,2
2025-07-19,Saturday,25,City Tour,VJ_L25_15_200,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:20:00,11,2
2025-07-19,Saturday,25,City Tour,VJ_L25_16_200,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:50:00,11,1
2025-07-19,Saturday,25,City Tour,VJ_L25_17_200,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:20:00,12,2
2025-07-19,Saturday,25,City Tour,VJ_L25_18_200,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:50:00,12,1
2025-07-19,Saturday,25,City Tour,VJ_L25_19_200,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:20:00,13,2
2025-07-19,Saturday,25,City Tour,VJ_L25_20_200,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:50:00,13,2
2025-07-19,Saturday,25,City Tour,VJ_L25_21_200,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:20:00,14,2
2025-07-19,Saturday,25,City Tour,VJ_L25_22_200,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:50:00,14,2
2025-07-19,Saturday,25,City Tour,VJ_L25_23_200,Gower Street / Salthouse Quay,Albert Dock / Strand Street,15:20:00,15,3
2025-07-19,Saturday,10,Commuter Express,VJ_L10_12_200,Station 10_A,Terminal 10_B,09:50:00,9,16
2025-07-19,Saturday,10,Commuter Express,VJ_L10_13_200,Station 10_A,Terminal 10_B,10:20:00,10,1
2025-07-19,Saturday,10,Commuter Express,VJ_L10_14_200,Station 10_A,Terminal 10_B,10:50:00,10,0
2025-07-19,Saturday,10,Commuter Express,VJ_L10_15_200,Station 10_A,Terminal 10_B,11:20:00,11,1
2025-07-19,Saturday,10,Commuter Express,VJ_L10_16_200,Station 10_A,Terminal 10_B,11:50:00,11,3
2025-07-19,Saturday,10,Commuter Express,VJ_L10_17_200,Station 10_A,Terminal 10_B,12:20:00,12,2
2025-07-19,Saturday,10,Commuter Express,VJ_L10_18_200,Station 10_A,Terminal 10_B,12:50:00,12,0
2025-07-19,Saturday,10,Commuter Express,VJ_L10_19_200,Station 10_A,Terminal 10_B,13:20:00,13,3
2025-07-19,Saturday,10,Commuter Express,VJ_L10_20_200,Station 10_A,Terminal 10_B,13:50:00,13,3
2025-07-19,Saturday,10,Commuter Express,VJ_L10_21_200,Station 10_A,Terminal 10_B,14:20:00,14,2
2025-07-19,Saturday,10,Commuter Express,VJ_L10_22_200,Station 10_A,Terminal 10_B,14:50:00,14,1
2025-07-19,Saturday,10,Commuter Express,VJ_L10_23_200,Station 10_A,Terminal 10_B,15:20:00,15,2
2025-07-19,Saturday,86,Student Link,VJ_L86_12_200,Station 86_A,Terminal 86_B,09:50:00,9,9
2025-07-19,Saturday,86,Student Link,VJ_L86_13_200,Station 86_A,Terminal 86_B,10:20:00,10,2
2025-07-19,Saturday,86,Student Link,VJ_L86_14_200,Station 86_A,Terminal 86_B,10:50:00,10,0
2025-07-19,Saturday,86,Student Link,VJ_L86_15_200,Station 86_A,Terminal 86_B,11:20:00,11,1
2025-07-19,Saturday,86,Student Link,VJ_L86_16_200,Station 86_A,Terminal 86_B,11:50:00,11,3
2025-07-19,Saturday,86,Student Link,VJ_L86_17_200,Station 86_A,Terminal 86_B,12:20:00,12,2
2025-07-19,Saturday,86,Student Link,VJ_L86_18_200,Station 86_A,Terminal 86_B,12:50:00,12,3
2025-07-19,Saturday,86,Student Link,VJ_L86_19_200,Station 86_A,Terminal 86_B,13:20:00,13,0
2025-07-19,Saturday,86,Student Link,VJ_L86_20_200,Station 86_A,Terminal 86_B,13:50:00,13,1
2025-07-19,Saturday,86,Student Link,VJ_L86_21_200,Station 86_A,Terminal 86_B,14:20:00,14,1
2025-07-19,Saturday,86,Student Link,VJ_L86_22_200,Station 86_A,Terminal 86_B,14:50:00,14,3
2025-07-19,Saturday,86,Student Link,VJ_L86_23_200,Station 86_A,Terminal 86_B,15:20:00,15,2
2025-07-20,Sunday,25,City Tour,VJ_L25_24_201,Gower Street / Salthouse Quay,Albert Dock / Strand Street,09:50:00,9,16
2025-07-20,Sunday,25,City Tour,VJ_L25_25_201,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:20:00,10,3
2025-07-20,Sunday,25,City Tour,VJ_L25_26_201,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:50:00,10,1
2025-07-20,Sunday,25,City Tour,VJ_L25_27_201,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:20:00,11,2
2025-07-20,Sunday,25,City Tour,VJ_L25_28_201,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:50:00,11,3
2025-07-20,Sunday,25,City Tour,VJ_L25_29_201,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:20:00,12,3
2025-07-20,Sunday,25,City Tour,VJ_L25_30_201,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:50:00,12,2
2025-07-20,Sunday,25,City Tour,VJ_L25_31_201,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:20:00,13,0
2025-07-20,Sunday,25,City Tour,VJ_L25_32_201,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:50:00,13,2
2025-07-20,Sunday,25,City Tour,VJ_L25_33_201,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:20:00,14,33
2025-07-20,Sunday,25,City Tour,VJ_L25_34_201,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:50:00,14,2
2025-07-20,Sunday,25,City Tour,VJ_L25_35_201,Gower Street / Salthouse Quay,Albert Dock / Strand Street,15:20:00,15,1
2025-07-20,Sunday,10,Commuter Express,VJ_L10_24_201,Station 10_A,Terminal 10_B,09:50:00,9,25
2025-07-20,Sunday,10,Commuter Express,VJ_L10_25_201,Station 10_A,Terminal 10_B,10:20:00,10,2
2025-07-20,Sunday,10,Commuter Express,VJ_L10_26_201,Station 10_A,Terminal 10_B,10:50:00,10,2
2025-07-20,Sunday,10,Commuter Express,VJ_L10_27_201,Station 10_A,Terminal 10_B,11:20:00,11,0
2025-07-20,Sunday,10,Commuter Express,VJ_L10_28_201,Station 10_A,Terminal 10_B,11:50:00,11,1
2025-07-20,Sunday,10,Commuter Express,VJ_L10_29_201,Station 10_A,Terminal 10_B,12:20:00,12,2
2025-07-20,Sunday,10,Commuter Express,VJ_L10_30_201,Station 10_A,Terminal 10_B,12:50:00,12,1
2025-07-20,Sunday,10,Commuter Express,VJ_L10_31_201,Station 10_A,Terminal 10_B,13:20:00,13,3
2025-07-20,Sunday,10,Commuter Express,VJ_L10_32_201,Station 10_A,Terminal 10_B,13:50:00,13,2
2025-07-20,Sunday,10,Commuter Express,VJ_L10_33_201,Station 10_A,Terminal 10_B,14:20:00,14,2
2025-07-20,Sunday,10,Commuter Express,VJ_L10_34_201,Station 10_A,Terminal 10_B,14:50:00,14,1
